"st","year","series","value"
"NY",2016,"hown",51.5
"NY",2017,"hown",51.1
"NY",2018,"hown",51
"NY",2019,"hown",52
"NY",2020,"hown",53.6
"NY",2021,"hown",53.6
"NC",2005,"hown",70.9
"NC",2006,"hown",70.2
"NC",2007,"hown",70.3
"NC",2008,"hown",69.4
"NC",2009,"hown",70.1
"NC",2010,"hown",69.5
"NC",2011,"hown",68.3
"NC",2012,"hown",67.2
"NC",2013,"hown",67.3
"NC",2014,"hown",66.4
"NC",2015,"hown",65.2
"NC",2016,"hown",65.7
"NC",2017,"hown",66.3
"NC",2018,"hown",65.2
"NC",2019,"hown",65.1
"NC",2020,"hown",68.7
"NC",2021,"hown",65.8
"ND",2005,"hown",68.5
"ND",2006,"hown",68.3
"ND",2007,"hown",66
"ND",2008,"hown",66.6
"ND",2009,"hown",65.7
"ND",2010,"hown",67.1
"ND",2011,"hown",68.3
"ND",2012,"hown",66.2
"ND",2013,"hown",68
"ND",2014,"hown",64.5
"ND",2015,"hown",61.8
"ND",2016,"hown",61.4
"ND",2017,"hown",62.6
"ND",2018,"hown",61.9
"ND",2019,"hown",61.4
"ND",2020,"hown",64.2
"ND",2021,"hown",63.5
"OH",2005,"hown",73.3
"OH",2006,"hown",72.1
"OH",2007,"hown",71.4
"OH",2008,"hown",70.8
"OH",2009,"hown",69.7
"OH",2010,"hown",69.7
"OH",2011,"hown",68.9
"OH",2012,"hown",67.9
"OH",2013,"hown",67.9
"OH",2014,"hown",67.3
"OH",2015,"hown",66.4
"OH",2016,"hown",66.1
"OH",2017,"hown",66
"OH",2018,"hown",67.3
"OH",2019,"hown",68.2
"OH",2020,"hown",69.4
"OH",2021,"hown",67.4
"OK",2005,"hown",72.9
"OK",2006,"hown",71.6
"OK",2007,"hown",70.3
"OK",2008,"hown",70.4
"OK",2009,"hown",69.6
"OK",2010,"hown",69.2
"OK",2011,"hown",69.4
"OK",2012,"hown",68.8
"OK",2013,"hown",69.9
"OK",2014,"hown",69.3
"OK",2015,"hown",67.4
"OK",2016,"hown",66.8
"OK",2017,"hown",68.9
"OK",2018,"hown",69.5
"OK",2019,"hown",68.8
"OK",2020,"hown",71
"OK",2021,"hown",67
"OR",2005,"hown",68.2
"OR",2006,"hown",68.1
"OR",2007,"hown",65.7
"OR",2008,"hown",66.2
"OR",2009,"hown",68.2
"OR",2010,"hown",66.3
"OR",2011,"hown",66.4
"OR",2012,"hown",66.1
"OR",2013,"hown",64.2
"OR",2014,"hown",62.8
"OR",2015,"hown",61.1
"OR",2016,"hown",62.6
"OR",2017,"hown",61.8
"OR",2018,"hown",62
"OR",2019,"hown",62.4
"OR",2020,"hown",65.2
"OR",2021,"hown",65.8
"PA",2005,"hown",73.3
"PA",2006,"hown",73.2
"PA",2007,"hown",72.9
"PA",2008,"hown",72.6
"PA",2009,"hown",72.2
"PA",2010,"hown",72.2
"PA",2011,"hown",71.1
"PA",2012,"hown",71
"PA",2013,"hown",71.5
"PA",2014,"hown",69.7
"PA",2015,"hown",69.6
"PA",2016,"hown",68.5
"PA",2017,"hown",68.6
"PA",2018,"hown",69.9
"PA",2019,"hown",69.2
"PA",2020,"hown",69.9
"PA",2021,"hown",70.2
"RI",2005,"hown",63.1
"RI",2006,"hown",64.6
"RI",2007,"hown",64.9
"RI",2008,"hown",64.5
"RI",2009,"hown",62.9
"RI",2010,"hown",62.8
"RI",2011,"hown",63.4
"RI",2012,"hown",62.1
"RI",2013,"hown",61.5
"RI",2014,"hown",61.8
"RI",2015,"hown",58.9
"RI",2016,"hown",56.3
"RI",2017,"hown",56.6
"RI",2018,"hown",60.7
"RI",2019,"hown",63.8
"RI",2020,"hown",64.5
"RI",2021,"hown",62.8
"SC",2005,"hown",73.9
"SC",2006,"hown",74.2
"SC",2007,"hown",74.1
"SC",2008,"hown",73.9
"SC",2009,"hown",74.4
"SC",2010,"hown",74.8
"SC",2011,"hown",74.2
"SC",2012,"hown",71.5
"SC",2013,"hown",72.4
"SC",2014,"hown",72.9
"SC",2015,"hown",67.1
"SC",2016,"hown",68.9
"SC",2017,"hown",72.8
"SC",2018,"hown",72
"SC",2019,"hown",72.6
"SC",2020,"hown",73.6
"SC",2021,"hown",73.2
"SD",2005,"hown",68.4
"SD",2006,"hown",70.6
"SD",2007,"hown",70.4
"SD",2008,"hown",70.4
"SD",2009,"hown",69.6
"SD",2010,"hown",70.6
"SD",2011,"hown",69.3
"SD",2012,"hown",69.2
"SD",2013,"hown",67.8
"SD",2014,"hown",69.2
"SD",2015,"hown",70.1
"SD",2016,"hown",69.4
"SD",2017,"hown",67.8
"SD",2018,"hown",69.1
"SD",2019,"hown",69.5
"SD",2020,"hown",71.4
"SD",2021,"hown",71.1
"TN",2005,"hown",72.4
"TN",2006,"hown",71.3
"TN",2007,"hown",70.2
"TN",2008,"hown",71.7
"TN",2009,"hown",71.1
"TN",2010,"hown",71
"TN",2011,"hown",69.3
"TN",2012,"hown",67.9
"TN",2013,"hown",66.8
"TN",2014,"hown",66.7
"TN",2015,"hown",66.5
"TN",2016,"hown",66.4
"TN",2017,"hown",67.2
"TN",2018,"hown",68
"TN",2019,"hown",68.8
"TN",2020,"hown",70
"TN",2021,"hown",67.7
"TX",2005,"hown",65.9
"TX",2006,"hown",66
"TX",2007,"hown",66
"TX",2008,"hown",65.5
"TX",2009,"hown",65.4
"TX",2010,"hown",65.3
"TX",2011,"hown",64.3
"TX",2012,"hown",64.3
"TX",2013,"hown",63.3
"TX",2014,"hown",62.2
"TX",2015,"hown",61.9
"TX",2016,"hown",61.5
"TX",2017,"hown",61.7
"TX",2018,"hown",62.7
"TX",2019,"hown",62.4
"TX",2020,"hown",66.5
"TX",2021,"hown",64.1
"UT",2005,"hown",73.9
"UT",2006,"hown",73.5
"UT",2007,"hown",74.9
"UT",2008,"hown",76.2
"UT",2009,"hown",74.1
"UT",2010,"hown",72.5
"UT",2011,"hown",71.4
"UT",2012,"hown",71.1
"UT",2013,"hown",70.9
"UT",2014,"hown",70.9
"UT",2015,"hown",69.9
"UT",2016,"hown",71.3
"UT",2017,"hown",71
"UT",2018,"hown",72.2
"UT",2019,"hown",71.9
"UT",2020,"hown",71.7
"UT",2021,"hown",68.8
"VT",2005,"hown",74.2
"VT",2006,"hown",74
"VT",2007,"hown",73.7
"VT",2008,"hown",72.8
"VT",2009,"hown",74.3
"VT",2010,"hown",73.6
"VT",2011,"hown",74.6
"VT",2012,"hown",73.4
"VT",2013,"hown",73
"VT",2014,"hown",73.5
"VT",2015,"hown",71.8
"VT",2016,"hown",71.3
"VT",2017,"hown",71.1
"VT",2018,"hown",71.4
"VT",2019,"hown",70.9
"VT",2020,"hown",73.1
"VT",2021,"hown",73.9
"VA",2005,"hown",71.2
"VA",2006,"hown",71.1
"VA",2007,"hown",71.5
"VA",2008,"hown",70.6
"VA",2009,"hown",69.7
"VA",2010,"hown",68.7
"VA",2011,"hown",67.9
"VA",2012,"hown",67.8
"VA",2013,"hown",68.1
"VA",2014,"hown",68.7
"VA",2015,"hown",67.1
"VA",2016,"hown",66.3
"VA",2017,"hown",67.5
"VA",2018,"hown",66
"VA",2019,"hown",67.6
"VA",2020,"hown",70.4
"VA",2021,"hown",68
"WA",2005,"hown",67.6
"WA",2006,"hown",66.7
"WA",2007,"hown",66.8
"WA",2008,"hown",66.2
"WA",2009,"hown",65.5
"WA",2010,"hown",64.4
"WA",2011,"hown",64.2
"WA",2012,"hown",63.5
"WA",2013,"hown",62.7
"WA",2014,"hown",63.6
"WA",2015,"hown",62.6
"WA",2016,"hown",61.6
"WA",2017,"hown",63.6
"WA",2018,"hown",64.9
"WA",2019,"hown",63.8
"WA",2020,"hown",64.1
"WA",2021,"hown",63.4
"WV",2005,"hown",81.3
"WV",2006,"hown",78.4
"WV",2007,"hown",77.6
"WV",2008,"hown",77.8
"WV",2009,"hown",78.7
"WV",2010,"hown",79
"WV",2011,"hown",78.7
"WV",2012,"hown",75.8
"WV",2013,"hown",76.8
"WV",2014,"hown",75.6
"WV",2015,"hown",74.9
"WV",2016,"hown",74.8
"WV",2017,"hown",75.1
"WV",2018,"hown",74.7
"WV",2019,"hown",75.6
"WV",2020,"hown",78.2
"WV",2021,"hown",79
"WI",2005,"hown",71.1
"WI",2006,"hown",70.2
"WI",2007,"hown",70.5
"WI",2008,"hown",70.4
"WI",2009,"hown",70.4
"WI",2010,"hown",71
"WI",2011,"hown",68.5
"WI",2012,"hown",67.5
"WI",2013,"hown",68.5
"WI",2014,"hown",67.8
"WI",2015,"hown",66.6
"WI",2016,"hown",67.7
"WI",2017,"hown",68
"WI",2018,"hown",67.9
"WI",2019,"hown",66.1
"WI",2020,"hown",67.9
"WI",2021,"hown",68.3
"WY",2005,"hown",72.8
"WY",2006,"hown",73.7
"WY",2007,"hown",73.2
"WY",2008,"hown",73.3
"WY",2009,"hown",73.8
"WY",2010,"hown",73.4
"WY",2011,"hown",71.1
"WY",2012,"hown",70.3
"WY",2013,"hown",70.5
"WY",2014,"hown",70.8
"WY",2015,"hown",69.9
"WY",2016,"hown",70.2
"WY",2017,"hown",70.4
"WY",2018,"hown",71.1
"WY",2019,"hown",71.3
"WY",2020,"hown",73.9
"WY",2021,"hown",72.1
"AL",2006,"ba_higher",21.1
"AL",2007,"ba_higher",21.4
"AL",2008,"ba_higher",22
"AL",2009,"ba_higher",22
"AL",2010,"ba_higher",21.9
"AL",2011,"ba_higher",22.3
"AL",2012,"ba_higher",23.3
"AL",2013,"ba_higher",23.5
"AL",2014,"ba_higher",23.5
"AL",2015,"ba_higher",24.2
"AL",2016,"ba_higher",24.7
"AL",2017,"ba_higher",25.5
"AL",2018,"ba_higher",25.5
"AL",2019,"ba_higher",26.3
"AL",2020,"ba_higher",27.8
"AK",2006,"ba_higher",26.9
"AK",2007,"ba_higher",26
"AK",2008,"ba_higher",27.3
"AK",2009,"ba_higher",26.6
"AK",2010,"ba_higher",27.9
"AK",2011,"ba_higher",26.4
"AK",2012,"ba_higher",28
"AK",2013,"ba_higher",28
"AK",2014,"ba_higher",28
"AK",2015,"ba_higher",29.7
"AK",2016,"ba_higher",29.6
"AK",2017,"ba_higher",28.8
"AK",2018,"ba_higher",30.2
"AK",2019,"ba_higher",30.2
"AK",2020,"ba_higher",31.9
"AZ",2006,"ba_higher",25.5
"AZ",2007,"ba_higher",25.3
"AZ",2008,"ba_higher",25.1
"AZ",2009,"ba_higher",25.6
"AZ",2010,"ba_higher",25.9
"AZ",2011,"ba_higher",26.6
"AZ",2012,"ba_higher",27.3
"AZ",2013,"ba_higher",27.4
"AZ",2014,"ba_higher",27.6
"AZ",2015,"ba_higher",27.7
"AZ",2016,"ba_higher",28.9
"AZ",2017,"ba_higher",29.4
"AZ",2018,"ba_higher",29.7
"AZ",2019,"ba_higher",30.2
"AZ",2020,"ba_higher",33
"AR",2006,"ba_higher",18.2
"AR",2007,"ba_higher",19.3
"AR",2008,"ba_higher",18.8
"AR",2009,"ba_higher",18.9
"AR",2010,"ba_higher",19.5
"AR",2011,"ba_higher",20.3
"AR",2012,"ba_higher",21
"AR",2013,"ba_higher",20.6
"AR",2014,"ba_higher",21.4
"AR",2015,"ba_higher",21.8
"AR",2016,"ba_higher",22.4
"AR",2017,"ba_higher",23.4
"AR",2018,"ba_higher",23.3
"AR",2019,"ba_higher",23.3
"AR",2020,"ba_higher",24.9
"CA",2006,"ba_higher",29
"CA",2007,"ba_higher",29.5
"CA",2008,"ba_higher",29.6
"CA",2009,"ba_higher",29.9
"CA",2010,"ba_higher",30.1
"CA",2011,"ba_higher",30.3
"CA",2012,"ba_higher",30.9
"CA",2013,"ba_higher",31
"CA",2014,"ba_higher",31.7
"CA",2015,"ba_higher",32.3
"CA",2016,"ba_higher",32.9
"CA",2017,"ba_higher",33.6
"CA",2018,"ba_higher",34.2
"CA",2019,"ba_higher",35
"CA",2020,"ba_higher",36.9
"CO",2006,"ba_higher",34.3
"CO",2007,"ba_higher",35
"CO",2008,"ba_higher",35.6
"CO",2009,"ba_higher",35.9
"CO",2010,"ba_higher",36.4
"CO",2011,"ba_higher",36.7
"CO",2012,"ba_higher",37.5
"CO",2013,"ba_higher",37.8
"CO",2014,"ba_higher",38.3
"CO",2015,"ba_higher",39.2
"CO",2016,"ba_higher",39.9
"CO",2017,"ba_higher",41.2
"CO",2018,"ba_higher",41.7
"CO",2019,"ba_higher",42.7
"CO",2020,"ba_higher",44.2
"CT",2006,"ba_higher",33.7
"CT",2007,"ba_higher",34.7
"CT",2008,"ba_higher",35.6
"CT",2009,"ba_higher",35.6
"CT",2010,"ba_higher",35.5
"CT",2011,"ba_higher",36.2
"CT",2012,"ba_higher",37.1
"CT",2013,"ba_higher",37.2
"CT",2014,"ba_higher",38
"CT",2015,"ba_higher",38.3
"CT",2016,"ba_higher",38.6
"CT",2017,"ba_higher",38.7
"CT",2018,"ba_higher",39.6
"CT",2019,"ba_higher",39.8
"CT",2020,"ba_higher",42.4
"DE",2006,"ba_higher",27
"DE",2007,"ba_higher",26.1
"DE",2008,"ba_higher",27.5
"DE",2009,"ba_higher",28.7
"DE",2010,"ba_higher",27.8
"DE",2011,"ba_higher",28.8
"DE",2012,"ba_higher",29.5
"DE",2013,"ba_higher",29.8
"DE",2014,"ba_higher",30.6
"DE",2015,"ba_higher",30.9
"DE",2016,"ba_higher",31
"DE",2017,"ba_higher",31.5
"DE",2018,"ba_higher",31.3
"DE",2019,"ba_higher",33.2
"DE",2020,"ba_higher",34.7
"FL",2006,"ba_higher",25.3
"FL",2007,"ba_higher",25.8
"FL",2008,"ba_higher",25.8
"FL",2009,"ba_higher",25.3
"FL",2010,"ba_higher",25.8
"FL",2011,"ba_higher",25.8
"FL",2012,"ba_higher",26.8
"FL",2013,"ba_higher",27.2
"FL",2014,"ba_higher",27.3
"FL",2015,"ba_higher",28.4
"FL",2016,"ba_higher",28.6
"FL",2017,"ba_higher",29.7
"FL",2018,"ba_higher",30.4
"FL",2019,"ba_higher",30.7
"FL",2020,"ba_higher",33.7
"GA",2006,"ba_higher",26.6
"GA",2007,"ba_higher",27.1
"GA",2008,"ba_higher",27.5
"GA",2009,"ba_higher",27.5
"GA",2010,"ba_higher",27.3
"GA",2011,"ba_higher",27.6
"GA",2012,"ba_higher",28.2
"GA",2013,"ba_higher",28.3
"GA",2014,"ba_higher",29.1
"GA",2015,"ba_higher",29.9
"GA",2016,"ba_higher",30.5
"GA",2017,"ba_higher",30.9
"GA",2018,"ba_higher",31.9
"GA",2019,"ba_higher",32.5
"GA",2020,"ba_higher",34.8
"HI",2006,"ba_higher",29.7
"HI",2007,"ba_higher",29.2
"HI",2008,"ba_higher",29.1
"HI",2009,"ba_higher",29.6
"HI",2010,"ba_higher",29.5
"HI",2011,"ba_higher",29.1
"HI",2012,"ba_higher",30.1
"HI",2013,"ba_higher",31.2
"HI",2014,"ba_higher",31
"HI",2015,"ba_higher",31.4
"HI",2016,"ba_higher",31.9
"HI",2017,"ba_higher",32.9
"HI",2018,"ba_higher",33.5
"HI",2019,"ba_higher",33.6
"HI",2020,"ba_higher",35.5
"ID",2006,"ba_higher",23.3
"ID",2007,"ba_higher",24.5
"ID",2008,"ba_higher",24
"ID",2009,"ba_higher",23.9
"ID",2010,"ba_higher",24.4
"ID",2011,"ba_higher",25.2
"ID",2012,"ba_higher",25.5
"ID",2013,"ba_higher",26.2
"ID",2014,"ba_higher",25
"ID",2015,"ba_higher",26
"ID",2016,"ba_higher",27.6
"ID",2017,"ba_higher",26.8
"ID",2018,"ba_higher",27.7
"ID",2019,"ba_higher",28.7
"ID",2020,"ba_higher",30.9
"IL",2006,"ba_higher",28.9
"IL",2007,"ba_higher",29.5
"IL",2008,"ba_higher",29.9
"IL",2009,"ba_higher",30.6
"IL",2010,"ba_higher",30.8
"IL",2011,"ba_higher",31
"IL",2012,"ba_higher",31.6
"IL",2013,"ba_higher",32.1
"IL",2014,"ba_higher",32.8
"IL",2015,"ba_higher",32.9
"IL",2016,"ba_higher",34
"IL",2017,"ba_higher",34.4
"IL",2018,"ba_higher",35.1
"IL",2019,"ba_higher",35.8
"IL",2020,"ba_higher",37.6
"IN",2006,"ba_higher",21.7
"IN",2007,"ba_higher",22.1
"IN",2008,"ba_higher",22.9
"IN",2009,"ba_higher",22.5
"IN",2010,"ba_higher",22.7
"IN",2011,"ba_higher",23
"IN",2012,"ba_higher",23.4
"IN",2013,"ba_higher",23.8
"IN",2014,"ba_higher",24.7
"IN",2015,"ba_higher",24.9
"IN",2016,"ba_higher",25.6
"IN",2017,"ba_higher",26.8
"IN",2018,"ba_higher",27.1
"IN",2019,"ba_higher",26.9
"IN",2020,"ba_higher",28.9
"IA",2006,"ba_higher",24
"IA",2007,"ba_higher",24.3
"IA",2008,"ba_higher",24.3
"IA",2009,"ba_higher",25.1
"IA",2010,"ba_higher",24.9
"IA",2011,"ba_higher",25.8
"IA",2012,"ba_higher",26.3
"IA",2013,"ba_higher",26.4
"IA",2014,"ba_higher",27.7
"IA",2015,"ba_higher",26.8
"IA",2016,"ba_higher",28.4
"IA",2017,"ba_higher",28.9
"IA",2018,"ba_higher",29
"IA",2019,"ba_higher",29.3
"IA",2020,"ba_higher",29.5
"KS",2006,"ba_higher",28.6
"KS",2007,"ba_higher",28.8
"KS",2008,"ba_higher",29.6
"KS",2009,"ba_higher",29.5
"KS",2010,"ba_higher",29.8
"KS",2011,"ba_higher",30.1
"KS",2012,"ba_higher",30.4
"KS",2013,"ba_higher",31.1
"KS",2014,"ba_higher",31.5
"KS",2015,"ba_higher",31.7
"KS",2016,"ba_higher",32.8
"KS",2017,"ba_higher",33.7
"KS",2018,"ba_higher",33.8
"KS",2019,"ba_higher",34
"KS",2020,"ba_higher",35.1
"KY",2006,"ba_higher",20
"KY",2007,"ba_higher",20
"KY",2008,"ba_higher",19.7
"KY",2009,"ba_higher",21
"KY",2010,"ba_higher",20.5
"KY",2011,"ba_higher",21.1
"KY",2012,"ba_higher",21.8
"KY",2013,"ba_higher",22.6
"KY",2014,"ba_higher",22.2
"KY",2015,"ba_higher",23.3
"KY",2016,"ba_higher",23.4
"KY",2017,"ba_higher",24
"KY",2018,"ba_higher",24.8
"KY",2019,"ba_higher",25.1
"KY",2020,"ba_higher",27.4
"LA",2006,"ba_higher",20.3
"LA",2007,"ba_higher",20.4
"LA",2008,"ba_higher",20.3
"LA",2009,"ba_higher",21.4
"LA",2010,"ba_higher",21.4
"LA",2011,"ba_higher",21.1
"LA",2012,"ba_higher",22
"LA",2013,"ba_higher",22.5
"LA",2014,"ba_higher",22.9
"LA",2015,"ba_higher",23.2
"LA",2016,"ba_higher",23.4
"LA",2017,"ba_higher",23.8
"LA",2018,"ba_higher",24.3
"LA",2019,"ba_higher",25
"LA",2020,"ba_higher",27.2
"ME",2006,"ba_higher",25.8
"ME",2007,"ba_higher",26.7
"ME",2008,"ba_higher",25.4
"ME",2009,"ba_higher",26.9
"ME",2010,"ba_higher",26.8
"ME",2011,"ba_higher",28.4
"ME",2012,"ba_higher",28
"ME",2013,"ba_higher",28.2
"ME",2014,"ba_higher",29.4
"ME",2015,"ba_higher",30.1
"ME",2016,"ba_higher",30.1
"ME",2017,"ba_higher",32.1
"ME",2018,"ba_higher",31.5
"ME",2019,"ba_higher",33.2
"ME",2020,"ba_higher",33.5
"MD",2006,"ba_higher",35.1
"MD",2007,"ba_higher",35.2
"MD",2008,"ba_higher",35.2
"MD",2009,"ba_higher",35.7
"MD",2010,"ba_higher",36.1
"MD",2011,"ba_higher",36.9
"MD",2012,"ba_higher",36.9
"MD",2013,"ba_higher",37.4
"MD",2014,"ba_higher",38.2
"MD",2015,"ba_higher",38.8
"MD",2016,"ba_higher",39.3
"MD",2017,"ba_higher",39.7
"MD",2018,"ba_higher",40.8
"MD",2019,"ba_higher",40.9
"MD",2020,"ba_higher",43.1
"MA",2006,"ba_higher",37
"MA",2007,"ba_higher",37.9
"MA",2008,"ba_higher",38.1
"MA",2009,"ba_higher",38.2
"MA",2010,"ba_higher",39
"MA",2011,"ba_higher",39.1
"MA",2012,"ba_higher",39.3
"MA",2013,"ba_higher",40.3
"MA",2014,"ba_higher",41.2
"MA",2015,"ba_higher",41.5
"MA",2016,"ba_higher",42.7
"MA",2017,"ba_higher",43.4
"MA",2018,"ba_higher",44.5
"MA",2019,"ba_higher",45
"MA",2020,"ba_higher",46.9
"MI",2006,"ba_higher",24.5
"MI",2007,"ba_higher",24.7
"MI",2008,"ba_higher",24.7
"MI",2009,"ba_higher",24.6
"MI",2010,"ba_higher",25.2
"MI",2011,"ba_higher",25.6
"MI",2012,"ba_higher",26
"MI",2013,"ba_higher",26.9
"MI",2014,"ba_higher",27.4
"MI",2015,"ba_higher",27.8
"MI",2016,"ba_higher",28.3
"MI",2017,"ba_higher",29.1
"MI",2018,"ba_higher",29.6
"MI",2019,"ba_higher",30
"MI",2020,"ba_higher",32.1
"MN",2006,"ba_higher",30.4
"MN",2007,"ba_higher",31
"MN",2008,"ba_higher",31.5
"MN",2009,"ba_higher",31.5
"MN",2010,"ba_higher",31.8
"MN",2011,"ba_higher",32.4
"MN",2012,"ba_higher",33.2
"MN",2013,"ba_higher",33.5
"MN",2014,"ba_higher",34.3
"MN",2015,"ba_higher",34.7
"MN",2016,"ba_higher",34.8
"MN",2017,"ba_higher",36.1
"MN",2018,"ba_higher",36.7
"MN",2019,"ba_higher",37.3
"MN",2020,"ba_higher",37.9
"MS",2006,"ba_higher",18.8
"MS",2007,"ba_higher",18.9
"MS",2008,"ba_higher",19.4
"MS",2009,"ba_higher",19.6
"MS",2010,"ba_higher",19.5
"MS",2011,"ba_higher",19.8
"MS",2012,"ba_higher",20.7
"MS",2013,"ba_higher",20.4
"MS",2014,"ba_higher",21.1
"MS",2015,"ba_higher",20.8
"MS",2016,"ba_higher",21.8
"MS",2017,"ba_higher",21.9
"MS",2018,"ba_higher",23.2
"MS",2019,"ba_higher",22.3
"MS",2020,"ba_higher",24.5
"MO",2006,"ba_higher",24.3
"MO",2007,"ba_higher",24.5
"MO",2008,"ba_higher",25
"MO",2009,"ba_higher",25.2
"MO",2010,"ba_higher",25.6
"MO",2011,"ba_higher",26.1
"MO",2012,"ba_higher",26.4
"MO",2013,"ba_higher",27
"MO",2014,"ba_higher",27.5
"MO",2015,"ba_higher",27.8
"MO",2016,"ba_higher",28.5
"MO",2017,"ba_higher",29.1
"MO",2018,"ba_higher",29.5
"MO",2019,"ba_higher",30.2
"MO",2020,"ba_higher",31.9
"MT",2006,"ba_higher",27.4
"MT",2007,"ba_higher",27
"MT",2008,"ba_higher",27.1
"MT",2009,"ba_higher",27.4
"MT",2010,"ba_higher",28.8
"MT",2011,"ba_higher",28.2
"MT",2012,"ba_higher",29.4
"MT",2013,"ba_higher",29
"MT",2014,"ba_higher",29.3
"MT",2015,"ba_higher",30.6
"MT",2016,"ba_higher",31
"MT",2017,"ba_higher",32.3
"MT",2018,"ba_higher",31.7
"MT",2019,"ba_higher",33.6
"MT",2020,"ba_higher",34.6
"NE",2006,"ba_higher",26.9
"NE",2007,"ba_higher",27.5
"NE",2008,"ba_higher",27.1
"NE",2009,"ba_higher",27.4
"NE",2010,"ba_higher",28.6
"NE",2011,"ba_higher",27.9
"NE",2012,"ba_higher",29
"NE",2013,"ba_higher",29.4
"NE",2014,"ba_higher",29.5
"NE",2015,"ba_higher",30.2
"NE",2016,"ba_higher",31.4
"NE",2017,"ba_higher",31.7
"NE",2018,"ba_higher",32.4
"NE",2019,"ba_higher",33.2
"NE",2020,"ba_higher",33.3
"NV",2006,"ba_higher",20.8
"NV",2007,"ba_higher",21.8
"NV",2008,"ba_higher",21.9
"NV",2009,"ba_higher",21.8
"NV",2010,"ba_higher",21.7
"NV",2011,"ba_higher",22.5
"NV",2012,"ba_higher",22.4
"NV",2013,"ba_higher",22.5
"NV",2014,"ba_higher",23.1
"NV",2015,"ba_higher",23.6
"NV",2016,"ba_higher",23.5
"NV",2017,"ba_higher",24.9
"NV",2018,"ba_higher",24.9
"NV",2019,"ba_higher",25.7
"NV",2020,"ba_higher",28
"NH",2006,"ba_higher",31.9
"NH",2007,"ba_higher",32.5
"NH",2008,"ba_higher",33.3
"NH",2009,"ba_higher",32
"NH",2010,"ba_higher",32.8
"NH",2011,"ba_higher",33.4
"NH",2012,"ba_higher",34.6
"NH",2013,"ba_higher",34.6
"NH",2014,"ba_higher",35
"NH",2015,"ba_higher",35.7
"NH",2016,"ba_higher",36.6
"NH",2017,"ba_higher",36.9
"NH",2018,"ba_higher",36.8
"NH",2019,"ba_higher",37.6
"NH",2020,"ba_higher",40.2
"NJ",2006,"ba_higher",33.4
"NJ",2007,"ba_higher",33.9
"NJ",2008,"ba_higher",34.4
"NJ",2009,"ba_higher",34.5
"NJ",2010,"ba_higher",35.4
"NJ",2011,"ba_higher",35.3
"NJ",2012,"ba_higher",36.2
"NJ",2013,"ba_higher",36.6
"NJ",2014,"ba_higher",37.4
"NJ",2015,"ba_higher",37.6
"NJ",2016,"ba_higher",38.6
"NJ",2017,"ba_higher",39.7
"NJ",2018,"ba_higher",40.8
"NJ",2019,"ba_higher",41.2
"NJ",2020,"ba_higher",43.1
"NM",2006,"ba_higher",25.3
"NM",2007,"ba_higher",24.8
"NM",2008,"ba_higher",24.7
"NM",2009,"ba_higher",25.3
"NM",2010,"ba_higher",25
"NM",2011,"ba_higher",25.6
"NM",2012,"ba_higher",26.1
"NM",2013,"ba_higher",26.4
"NM",2014,"ba_higher",26.4
"NM",2015,"ba_higher",26.5
"NM",2016,"ba_higher",27.2
"NM",2017,"ba_higher",27.1
"NM",2018,"ba_higher",27.7
"NM",2019,"ba_higher",27.7
"NM",2020,"ba_higher",30.1
"NY",2006,"ba_higher",31.2
"NY",2007,"ba_higher",31.7
"NY",2008,"ba_higher",31.9
"NY",2009,"ba_higher",32.4
"NY",2010,"ba_higher",32.5
"NY",2011,"ba_higher",32.9
"NY",2012,"ba_higher",33.4
"NY",2013,"ba_higher",34.1
"NY",2014,"ba_higher",34.5
"NY",2015,"ba_higher",35
"NY",2016,"ba_higher",35.7
"NY",2017,"ba_higher",36
"NY",2018,"ba_higher",37.2
"NY",2019,"ba_higher",37.8
"NY",2020,"ba_higher",39.5
"NC",2006,"ba_higher",24.8
"NC",2007,"ba_higher",25.6
"NC",2008,"ba_higher",26.1
"NC",2009,"ba_higher",26.5
"NC",2010,"ba_higher",26.5
"NC",2011,"ba_higher",26.9
"NC",2012,"ba_higher",27.4
"NC",2013,"ba_higher",28.4
"NC",2014,"ba_higher",28.7
"NC",2015,"ba_higher",29.4
"NC",2016,"ba_higher",30.4
"NC",2017,"ba_higher",31.3
"NC",2018,"ba_higher",31.9
"NC",2019,"ba_higher",32.3
"NC",2020,"ba_higher",34.8
"ND",2006,"ba_higher",25.6
"ND",2007,"ba_higher",25.7
"ND",2008,"ba_higher",26.9
"ND",2009,"ba_higher",25.8
"ND",2010,"ba_higher",27.6
"ND",2011,"ba_higher",26.3
"ND",2012,"ba_higher",27.9
"ND",2013,"ba_higher",27.1
"ND",2014,"ba_higher",27.4
"ND",2015,"ba_higher",29.1
"ND",2016,"ba_higher",29.6
"ND",2017,"ba_higher",30.7
"ND",2018,"ba_higher",29.7
"ND",2019,"ba_higher",30.4
"ND",2020,"ba_higher",31.8
"OH",2006,"ba_higher",23
"OH",2007,"ba_higher",24.1
"OH",2008,"ba_higher",24.1
"OH",2009,"ba_higher",24.1
"OH",2010,"ba_higher",24.6
"OH",2011,"ba_higher",24.7
"OH",2012,"ba_higher",25.2
"OH",2013,"ba_higher",26.1
"OH",2014,"ba_higher",26.6
"OH",2015,"ba_higher",26.8
"OH",2016,"ba_higher",27.5
"OH",2017,"ba_higher",28
"OH",2018,"ba_higher",29
"OH",2019,"ba_higher",29.3
